Date,GB,CH,JP,AU,EU,US
1991-08-01,0.07540390000000001,0.059728,0.033519600000000004,0.0313044,,0.0362
1991-07-01,0.07427539999999999,0.0655136,0.034753400000000004,0.0313044,,0.0362
1991-06-01,0.0778986,0.06566860000000001,0.033557000000000003,0.033275,,0.0359
1991-05-01,0.0763636,0.06278979999999999,0.0345596,0.033275,,0.0359
1991-04-01,0.0790441,0.0590194,0.0335946,0.033275,,0.0359
1991-03-01,0.0828625,0.058657,0.037288100000000005,0.048042800000000004,,0.0366
1991-02-01,0.0812854,0.062136899999999995,0.0351474,0.048042800000000004,,0.0366
1991-01-01,0.0877863,0.0550938,0.0397276,0.048042800000000004,,0.0366
1990-12-01,0.091954,0.0527615,0.0376282,0.0688406,,0.0535
1990-11-01,0.0921305,0.0605576,0.0399544,0.0688406,,0.0535
1990-10-01,0.0924855,0.0635202,0.0305085,0.0688406,,0.0535
1990-09-01,0.0912621,0.0612599,0.0261661,0.060885600000000005,,0.0483
1990-08-01,0.0900196,0.060834900000000004,0.0275544,0.060885600000000005,,0.0483
1990-07-01,0.0823529,0.053099499999999994,0.0229358,0.060885600000000005,,0.0483
1990-06-01,0.0823529,0.0502522,0.022883300000000002,0.0773586,,0.041299999999999996
1990-05-01,0.0805501,0.0505815,0.0263158,0.0773586,,0.041299999999999996
1990-04-01,0.0772277,0.0462203,0.027618,0.0773586,,0.041299999999999996
1990-03-01,0.062,0.0495672,0.0362998,0.0870406,,0.044500000000000005
1990-02-01,0.0643863,0.048776200000000006,0.0376471,0.0870406,,0.044500000000000005
1990-01-01,0.0585859,0.0506404,0.0328252,0.0870406,,0.044500000000000005
1989-12-01,0.0588235,0.050218299999999993,0.026932200000000003,0.0781249,,0.0415
1989-11-01,0.056795099999999994,0.0444426,0.0221704,0.0781249,,0.0415
1989-10-01,0.059183700000000006,0.0363142,0.0290698,0.0781249,,0.0415
1989-09-01,0.057494899999999995,0.033884500000000005,0.0268691,0.0796812,,0.0458
1989-08-01,0.0536082,0.029673400000000003,0.025913,0.0796812,,0.0458
1989-07-01,0.0580913,0.029846400000000002,0.029516,0.0796812,,0.0458
1989-06-01,0.0580913,0.0297783,0.0306604,0.07505060000000001,,0.0524
1989-05-01,0.0604167,0.029622199999999998,0.0282354,0.07505060000000001,,0.0524
1989-04-01,0.0564854,0.0264125,0.023557199999999997,0.07505060000000001,,0.0524
1989-03-01,0.059322,0.0229881,0.0106508,0.0681819,,0.0483
1989-02-01,0.0574468,0.0226086,0.0095011,0.0681819,,0.0483
1989-01-01,0.055437099999999996,0.022465199999999998,0.0118625,0.0681819,,0.0483
1988-12-01,0.0511727,0.0194869,0.009456299999999999,0.0756304,,0.049
1988-11-01,0.050156099999999995,0.0175718,0.0118064,0.0756304,,0.049
1988-10-01,0.0488375,0.017536700000000002,0.010575600000000001,0.0756304,,0.049
1988-09-01,0.04750600000000001,0.0203931,0.005875399999999999,0.07264960000000001,,0.0495
1988-08-01,0.0462693,0.0177044,0.0071174,0.07264960000000001,,0.0495
1988-07-01,0.0428616,0.0181094,0.004745,0.07264960000000001,,0.0495
1988-06-01,0.041838499999999994,0.0206976,0.0011807,0.0717392,,0.0444
1988-05-01,0.0375155,0.0223649,0.0023584,0.0717392,,0.0444
1988-04-01,0.0342072,0.0191757,0.0023612,0.0717392,,0.0444
1988-03-01,0.0334073,0.0185033,0.0071513,0.0684326,,0.0398
1988-02-01,0.031078199999999997,0.0175705,0.007177,0.0684326,,0.0398
1988-01-01,0.0330001,0.015595000000000001,0.0083731,0.0684326,,0.0398
1987-12-01,0.0371487,0.0188701,0.0083432,0.0720719,,0.043
1987-11-01,0.041289,0.020977000000000003,0.0071343,0.0720719,,0.043
1987-10-01,0.044670100000000004,0.0197928,0.0071007,0.0720719,,0.043
1987-09-01,0.041708999999999996,0.0155633,0.008294000000000001,0.08333320000000001,,0.0435
1987-08-01,0.043967400000000004,0.019754400000000002,0.0035714,0.08333320000000001,,0.0435
1987-07-01,0.044102699999999995,0.017763,0.0011876,0.08333320000000001,,0.0435
1987-06-01,0.0419223,0.012695099999999999,0.0035545,0.0926366,,0.0431
1987-05-01,0.0419223,0.0092702,0.0,0.0926366,,0.0431
1987-04-01,0.0419654,0.0118002,0.0011821,0.0926366,,0.0431
1987-03-01,0.040331,0.0099854,-0.0047449,0.09420289999999999,,0.0373
1987-02-01,0.0393376,0.0098198,-0.0094786,0.09420289999999999,,0.0373
1987-01-01,0.0395009,0.006617,-0.0106508,0.09420289999999999,,0.0373
1986-12-01,0.0374999,0.00040050000000000003,-0.0035629,0.0962963,,0.0341
1986-11-01,0.0354536,-0.0009768,0.0,0.0962963,,0.0341
1986-10-01,0.0303347,0.0036054999999999998,-0.0035376999999999995,0.0962963,,0.0341
1986-09-01,0.0303983,0.0058574000000000005,0.0047619,0.0881614,,0.033
1986-08-01,0.0240835,0.007207099999999999,0.0011918,0.0881614,,0.033
1986-07-01,0.024159700000000003,0.005052,0.0011891,0.0881614,,0.033
1986-06-01,0.0251572,0.0076657,0.0059594,0.0850516,,0.022799999999999997
1986-05-01,0.0273108,0.007370600000000001,0.010727,0.0850516,,0.022799999999999997
1986-04-01,0.030590700000000002,0.0097484,0.0095465,0.0850516,,0.022799999999999997
1986-03-01,0.0420257,0.0090694,0.013221199999999999,0.0923485,,0.0339
1986-02-01,0.0511425,0.0134325,0.0180941,0.0923485,,0.0339
1986-01-01,0.054824599999999994,0.0219514,0.0156251,0.0923485,,0.0339
1985-12-01,0.0564487,0.0323813,0.0144579,0.0828879,,0.036000000000000004
1985-11-01,0.054465700000000006,0.0314118,0.0157005,0.0828879,,0.036000000000000004
1985-10-01,0.054399499999999996,0.029515600000000003,0.0192309,0.0828879,,0.036000000000000004
1985-09-01,0.0587052,0.0334545,0.015719399999999998,0.0758808,,0.04
1985-08-01,0.0619062,0.0296492,0.0307126,0.0758808,,0.04
1985-07-01,0.0685085,0.0335254,0.024360499999999997,0.0758808,,0.04
1985-06-01,0.0695361,0.0339045,0.02442,0.06593410000000001,,0.0424
1985-05-01,0.0700305,0.037744,0.0169697,0.06593410000000001,,0.0424
1985-04-01,0.0694957,0.0363074,0.023199,0.06593410000000001,,0.0424
1985-03-01,0.060887500000000004,0.0390996,0.0183598,0.044077000000000005,,0.0379
1985-02-01,0.0539581,0.0400715,0.0159312,0.044077000000000005,,0.0379
1985-01-01,0.050204500000000006,0.0353799,0.025893899999999997,0.044077000000000005,,0.0379
1984-12-01,0.045799200000000005,0.0290393,0.0272277,0.0246576,,0.0425
1984-11-01,0.049429600000000004,0.029944199999999997,0.0209618,0.0246576,,0.0425
1984-10-01,0.0498973,0.031087899999999998,0.0208589,0.0246576,,0.0425
1984-09-01,0.047128199999999995,0.027061500000000002,0.0235148,0.0365166,,0.0455
1984-08-01,0.0497041,0.0289644,0.0187734,0.0365166,,0.0455
1984-07-01,0.044576399999999995,0.0280872,0.0249688,0.0365166,,0.0455
1984-06-01,0.051389199999999996,0.0279026,0.0186568,0.04,,0.0499
1984-05-01,0.051212999999999995,0.0288382,0.0197776,0.04,,0.0499
1984-04-01,0.0517292,0.0318642,0.0224719,0.04,,0.0499
1984-03-01,0.0524552,0.033568600000000004,0.025094099999999998,0.058309,,0.045599999999999995
1984-02-01,0.0510237,0.028850400000000002,0.0290039,0.058309,,0.045599999999999995
1984-01-01,0.0512426,0.026566299999999998,0.0188443,0.058309,,0.045599999999999995
1983-12-01,0.0531489,0.0213638,0.0163523,0.0863092,,0.050300000000000004
1983-11-01,0.0484514,0.0175218,0.0188443,0.0863092,,0.050300000000000004
1983-10-01,0.0499229,0.0143632,0.014943900000000001,0.0863092,,0.050300000000000004
1983-09-01,0.0514092,0.0143839,0.0087391,0.09202479999999999,,0.0454
1983-08-01,0.0461158,0.0172204,0.012674399999999999,0.09202479999999999,,0.0454
1983-07-01,0.041795900000000004,0.0219085,0.0229885,0.09202479999999999,,0.0454
1983-06-01,0.036544,0.028074699999999998,0.0203045,0.111111,,0.045
1983-05-01,0.0369565,0.0331206,0.026649600000000002,0.111111,,0.045
1983-04-01,0.0400377,0.0451536,0.0203821,0.111111,,0.045
1983-03-01,0.046266600000000005,0.048024399999999995,0.023106599999999998,0.11363630000000001,,0.04
1983-02-01,0.0534276,0.0477738,0.0192803,0.11363630000000001,,0.04
1983-01-01,0.049259500000000005,0.0480919,0.0218228,0.11363630000000001,,0.04
1982-12-01,0.054080500000000004,0.0549961,0.0205391,0.1125827,,0.05
1982-11-01,0.0625611,0.0583895,0.0231363,0.1125827,,0.05
1982-10-01,0.0684887,0.0612794,0.0308087,0.1125827,,0.05
1982-09-01,0.0727572,0.0551253,0.0322165,0.12413779999999999,,0.0635
1982-08-01,0.0795188,0.051771399999999995,0.031372399999999995,0.12413779999999999,,0.0635
1982-07-01,0.0871759,0.060345300000000004,0.0195312,0.12413779999999999,,0.0635
1982-06-01,0.0916159,0.0615266,0.0233767,0.10915480000000001,,0.053899999999999997
1982-05-01,0.0948657,0.0593341,0.024707499999999997,0.10915480000000001,,0.053899999999999997
1982-04-01,0.09411339999999999,0.055448399999999995,0.0301838,0.10915480000000001,,0.053899999999999997
1982-03-01,0.10352109999999999,0.04744640000000001,0.0304232,0.1079136,,0.0645
1982-02-01,0.1104359,0.0521671,0.0318301,0.1079136,,0.0645
1982-01-01,0.1200866,0.0607115,0.0317881,0.1079136,,0.0645
1981-12-01,0.1204644,0.0658301,0.0428379,0.11029439999999999,,0.081
1981-11-01,0.1196644,0.0696773,0.0387182,0.11029439999999999,,0.081
1981-10-01,0.1169548,0.07305729999999999,0.0414437,0.11029439999999999,,0.081
1981-09-01,0.1139898,0.0747497,0.040214400000000004,0.0902256,,0.0821
1981-08-01,0.1147115,0.074818,0.042234499999999994,0.0902256,,0.0821
1981-07-01,0.10899609999999998,0.0651827,0.0434783,0.0902256,,0.0821
1981-06-01,0.11328569999999999,0.063593,0.047619100000000004,0.0839697,,
1981-05-01,0.1174011,0.0591577,0.0505464,0.0839697,,
1981-04-01,0.12039899999999999,0.0567478,0.049586899999999996,0.0839697,,
1981-03-01,0.1260905,0.063549,0.0603085,0.0944882,,
1981-02-01,0.1245984,0.059989600000000004,0.0634698,0.0944882,,
1981-01-01,0.1304524,0.05165549999999999,0.0739687,0.0944882,,
1980-12-01,0.1512115,0.0442573,0.0717361,0.0923696,,
1980-11-01,0.1531341,0.0424508,0.08237,0.0923696,,
1980-10-01,0.1540745,0.036937700000000004,0.0762591,0.0923696,,
1980-09-01,0.158662,0.0378502,0.0858807,0.0991736,,
1980-08-01,0.16284099999999999,0.0418383,0.0825958,0.0991736,,
1980-07-01,0.1693584,0.0332235,0.07445249999999999,0.0991736,,
1980-06-01,0.2099269,0.0323657,0.08247410000000001,0.1101693,,
1980-05-01,0.2190832,0.043392099999999996,0.079646,0.1101693,,
1980-04-01,0.2175534,0.040668499999999996,0.0803571,0.1101693,,
1980-03-01,0.197531,0.0388426,0.0737952,0.1043478,,
1980-02-01,0.1910005,0.040969,0.0775074,0.1043478,,
1980-01-01,0.18388069999999998,0.0502852,0.0651515,0.1043478,,
1979-12-01,0.1723798,0.0514762,0.057663,0.1017695,,
1979-11-01,0.1738274,0.0515955,0.0484848,0.1017695,,
1979-10-01,0.1715565,0.049689199999999996,0.043543599999999995,0.1017695,,
1979-09-01,0.16483540000000002,0.048614899999999996,0.033082600000000004,0.0950224,,
1979-08-01,0.1579738,0.0405459,0.030395099999999998,0.0950224,,
1979-07-01,0.1564865,0.0435609,0.0442074,0.0950224,,
1979-06-01,0.1135903,0.0405861,0.038226300000000005,0.0875576,,
1979-05-01,0.10321920000000001,0.0287784,0.0319635,0.0875576,,
1979-04-01,0.1007194,0.0258235,0.0290964,0.0875576,,
1979-03-01,0.0980185,0.0248784,0.027863799999999998,0.07981250000000001,,
1979-02-01,0.09601240000000001,0.020930499999999998,0.0265211,0.07981250000000001,,
1979-01-01,0.0934034,0.0109663,0.0361069,0.07981250000000001,,
1978-12-01,0.0838641,0.0069722,0.0377954,0.0761908,,
1978-11-01,0.0805761,0.006986099999999999,0.0377359,0.0761908,,
1978-10-01,0.0782845,0.0039978999999999995,0.0357698,0.0761908,,
1978-09-01,0.0780827,0.0079946,0.0406887,0.0780492,,
1978-08-01,0.0795885,0.011593,0.046105,0.0780492,,
1978-07-01,0.0778021,0.0105909,0.044585999999999994,0.0780492,,
1978-06-01,0.074074,0.0112023,0.0380952,0.0796018,,
1978-05-01,0.07704989999999999,0.0158352,0.039557,0.0796018,,
1978-04-01,0.0793123,0.0142259,0.043131,0.0796018,,
1978-03-01,0.0910127,0.013406800000000002,0.048701299999999996,0.086735,,
1978-02-01,0.0947732,0.010566899999999999,0.045677,0.086735,,
1978-01-01,0.0991881,0.0102085,0.0459769,0.086735,,
1977-12-01,0.1214288,0.012003600000000001,0.0513245,0.0937496,,
1977-11-01,0.1302778,0.012416799999999999,0.0653267,0.0937496,,
1977-10-01,0.1406723,0.0152561,0.077052,0.0937496,,
1977-09-01,0.1562889,0.0156609,0.0757576,0.1325967,,
1977-08-01,0.1652996,0.0126317,0.0863557,0.1325967,,
1977-07-01,0.1759433,0.0162944,0.077187,0.1325967,,
1977-06-01,0.1769234,0.0175201,0.08808289999999999,0.1355932,,
1977-05-01,0.17074709999999998,0.0127057,0.09342560000000001,0.1355932,,
1977-04-01,0.1745929,0.011468899999999999,0.08680550000000001,0.1355932,,
1977-03-01,0.1673308,0.0102729,0.0941386,0.1329475,,
1977-02-01,0.162216,0.0102719,0.0926917,0.1329475,,
1977-01-01,0.1656524,0.0090196,0.0933573,0.1329475,,
1976-12-01,0.1506845,0.0127389,0.1042047,0.1428571,,
1976-11-01,0.1497917,0.0090756,0.0914076,0.1428571,,
1976-10-01,0.1473687,0.010304800000000001,0.0874315,0.1428571,,
1976-09-01,0.1430604,0.009132,0.09796659999999999,0.1383644,,
1976-08-01,0.1378321,0.015239599999999999,0.0945181,0.1383644,,
1976-07-01,0.1285203,0.0146807,0.09792830000000001,0.1383644,,
1976-06-01,0.1378553,0.0109904,0.0945181,0.1202532,,
1976-05-01,0.1539033,0.0128692,0.0926277,0.1202532,,
1976-04-01,0.18900050000000002,0.022225,0.09505720000000001,0.1202532,,
1976-03-01,0.211585,0.0247495,0.0889747,0.1307188,,
1976-02-01,0.22887619999999997,0.030451100000000002,0.0935673,0.1307188,,
1976-01-01,0.23352820000000002,0.0343031,0.0878907,0.1307188,,
1975-12-01,0.2489309,0.0344783,0.0810277,0.1428577,,
1975-11-01,0.2517362,0.0370439,0.08316839999999999,0.1428577,,
1975-10-01,0.2588336,0.0483841,0.0958086,0.1428577,,
1975-09-01,0.2657657,0.0538045,0.10408160000000001,0.1197187,,
1975-08-01,0.2686703,0.0670559,0.09523799999999999,0.1197187,,
1975-07-01,0.262534,0.0742819,0.1108788,0.1197187,,
1975-06-01,0.2612695,0.07980809999999999,0.1279317,0.1703706,,
1975-05-01,0.2500002,0.0815639,0.135193,0.1703706,,
1975-04-01,0.2167767,0.0924644,0.13362069999999998,0.1703706,,
1975-03-01,0.2115008,0.0831982,0.1412803,0.17692329999999998,,
1975-02-01,0.1986234,0.084216,0.1400001,0.17692329999999998,,
1975-01-01,0.1989995,0.0729071,0.1743117,0.17692329999999998,,
1974-12-01,0.19136199999999998,0.0755187,0.2105262,0.16666640000000002,,
1974-11-01,0.1828355,0.0903458,0.24691369999999999,0.16666640000000002,,
1974-10-01,0.1710772,0.09785579999999999,0.24626840000000003,0.16666640000000002,,
1974-09-01,0.17105630000000002,0.1134183,0.2250001,0.16393429999999998,,
1974-08-01,0.1686814,0.1050327,0.24164539999999998,0.16393429999999998,,
1974-07-01,0.17086559999999998,0.0982028,0.238342,0.16393429999999998,,
1974-06-01,0.16538039999999998,0.09620039999999999,0.2245431,0.14406829999999998,,
1974-05-01,0.1594199,0.0983417,0.21989540000000002,0.14406829999999998,,
1974-04-01,0.1516692,0.08729390000000001,0.23404250000000001,0.14406829999999998,,
1974-03-01,0.1348721,0.0963287,0.22764240000000002,0.1403505,,
1974-02-01,0.1314424,0.10009069999999999,0.2499998,0.1403505,,
1974-01-01,0.11967330000000001,0.11566599999999999,0.2212885,0.1403505,,
1973-12-01,0.1057574,0.1192381,0.18079119999999999,0.1250001,,
1973-11-01,0.1033663,0.10849729999999999,0.1538461,0.1250001,,
1973-10-01,0.09899179999999999,0.0948659,0.1420456,0.1250001,,
1973-09-01,0.09254810000000001,0.0826158,0.142857,0.09909879999999999,,
1973-08-01,0.088822,0.0825758,0.1178161,0.09909879999999999,,
1973-07-01,0.0943973,0.0828744,0.1188406,0.09909879999999999,,
1973-06-01,0.09285299999999999,0.0821183,0.11014499999999999,0.0825679,,
1973-05-01,0.0947113,0.0802356,0.10724629999999999,0.0825679,,
1973-04-01,0.0920885,0.08347210000000001,0.09302339999999999,0.0825679,,
1973-03-01,0.0817216,0.08194190000000001,0.08529400000000001,0.055556299999999996,,
1973-02-01,0.0788485,0.0757514,0.0682495,0.055556299999999996,,
1973-01-01,0.0773585,0.0737382,0.0656718,0.055556299999999996,,
1972-12-01,0.076534,0.0685544,0.056716300000000004,0.0467288,,
1972-11-01,0.07628750000000001,0.0680616,0.0477611,0.0467288,,
1972-10-01,0.0786447,0.07306750000000001,0.0414201,0.0467288,,
1972-09-01,0.07009649999999999,0.0676092,0.0385759,0.0571429,,
1972-08-01,0.0656793,0.0664459,0.0577506,0.0571429,,
1972-07-01,0.0579897,0.06406049999999999,0.0486321,0.0571429,,
1972-06-01,0.0609204,0.0677109,0.0486321,0.0686279,,
1972-05-01,0.0613578,0.0627283,0.051829299999999995,0.0686279,,
1972-04-01,0.063075,0.06339209999999999,0.0519878,0.0686279,,
1972-03-01,0.0758389,0.0634205,0.0526316,0.0693066,,
1972-02-01,0.0811907,0.06721680000000001,0.0465837,0.0693066,,
1972-01-01,0.0816327,0.0666334,0.0403726,0.0693066,,
1971-12-01,0.0903446,0.0662092,0.050156599999999996,0.0699999,,
1971-11-01,0.09236119999999999,0.0656409,0.0567824,0.0699999,,
1971-10-01,0.0937062,0.0656105,0.0662461,0.0699999,,
1971-09-01,0.09893990000000001,0.066827,0.080128,0.0714286,,
1971-08-01,0.1029829,0.06549,0.0716614,0.0714286,,
1971-07-01,0.10149050000000001,0.0675063,0.0681819,0.0714286,,
1971-06-01,0.10293060000000001,0.0658718,0.0681819,0.0515464,,
1971-05-01,0.0982079,0.0697602,0.064935,0.0515464,,
1971-04-01,0.0941768,0.0686653,0.0582522,0.0515464,,
1971-03-01,0.0875912,0.0667894,0.0555555,0.0520833,,
1971-02-01,0.085169,0.062409400000000004,0.0627065,0.0520833,,
1971-01-01,0.08487080000000001,0.057881999999999996,0.0627065,0.0520833,,
1970-12-01,0.0788693,0.0543975,0.0697178,0.0526317,,
1970-11-01,0.0786515,0.0536675,0.0698859,0.0526317,,
1970-10-01,0.0735736,0.0486364,0.0655787,0.0526317,,
1970-09-01,0.0703479,0.0450606,0.053862600000000004,0.0315789,,
1970-08-01,0.0682854,0.039529800000000004,0.0445799,0.0315789,,
1970-07-01,0.0666161,0.0339775,0.0574626,0.0315789,,
1970-06-01,0.05904620000000001,0.031224099999999998,0.0706699,,,
1970-05-01,0.060836499999999995,0.031368299999999995,0.0724558,,,
1970-04-01,0.0561884,0.0259281,0.07683620000000001,,,
1970-03-01,0.0514198,0.024991799999999998,0.077171,,,
1970-02-01,0.0493065,0.021236,0.0775127,,,
1970-01-01,0.049573900000000004,0.0231338,0.0775127,,,
