Date, AU , GB , CH , JP , EU , US 
5/1/04, 0.03 , 0.01 , 0.03 , 0.02 , 0.02 , 0.04 
6/1/04, 0.03 , 0.01 , 0.03 , 0.02 , 0.02 , 0.04 
7/1/04, 0.02 , 0.01 , 0.03 , 0.02 , 0.02 , 0.04 
8/1/04, 0.02 , 0.01 , 0.03 , 0.02 , 0.02 , 0.04 
9/1/04, 0.02 , 0.01 , 0.03 , 0.02 , 0.02 , 0.04 
10/1/04, 0.03 , 0.02 , 0.03 , 0.01 , 0.02 , 0.03 
11/1/04, 0.03 , 0.02 , 0.03 , 0.01 , 0.02 , 0.03 
12/1/04, 0.03 , 0.02 , 0.03 , 0.01 , 0.02 , 0.03 
1/1/05, 0.02 , 0.01 , 0.02 , 0.01 , 0.02 , 0.04 
2/1/05, 0.02 , 0.01 , 0.02 , 0.01 , 0.02 , 0.04 
3/1/05, 0.02 , 0.01 , 0.02 , 0.01 , 0.02 , 0.04 
4/1/05, 0.02 , 0.02 , 0.02 , 0.02 , 0.02 , 0.03 
5/1/05, 0.02 , 0.02 , 0.02 , 0.02 , 0.02 , 0.03 
6/1/05, 0.02 , 0.02 , 0.02 , 0.02 , 0.02 , 0.03 
7/1/05, 0.03 , 0.01 , 0.03 , 0.02 , 0.02 , 0.04 
8/1/05, 0.03 , 0.01 , 0.03 , 0.02 , 0.02 , 0.04 
9/1/05, 0.03 , 0.01 , 0.03 , 0.02 , 0.02 , 0.04 
10/1/05, 0.03 , 0.01 , 0.03 , 0.03 , 0.02 , 0.03 
11/1/05, 0.03 , 0.01 , 0.03 , 0.03 , 0.02 , 0.03 
12/1/05, 0.03 , 0.01 , 0.03 , 0.03 , 0.02 , 0.03 
1/1/06, 0.03 , 0.01 , 0.04 , 0.02 , 0.03 , 0.03 
2/1/06, 0.03 , 0.01 , 0.04 , 0.02 , 0.03 , 0.03 
3/1/06, 0.03 , 0.01 , 0.04 , 0.02 , 0.03 , 0.03 
4/1/06, 0.04 , 0.02 , 0.05 , 0.02 , 0.04 , 0.03 
5/1/06, 0.04 , 0.02 , 0.05 , 0.02 , 0.04 , 0.03 
6/1/06, 0.04 , 0.02 , 0.05 , 0.02 , 0.04 , 0.03 
7/1/06, 0.04 , 0.02 , 0.04 , 0.00 , 0.03 , 0.03 
8/1/06, 0.04 , 0.02 , 0.04 , 0.00 , 0.03 , 0.03 
9/1/06, 0.04 , 0.02 , 0.04 , 0.00 , 0.03 , 0.03 
10/1/06, 0.03 , 0.02 , 0.04 , 0.01 , 0.04 , 0.03 
11/1/06, 0.03 , 0.02 , 0.04 , 0.01 , 0.04 , 0.03 
12/1/06, 0.03 , 0.02 , 0.04 , 0.01 , 0.04 , 0.03 
1/1/07, 0.02 , 0.02 , 0.04 , 0.02 , 0.04 , 0.03 
2/1/07, 0.02 , 0.02 , 0.04 , 0.02 , 0.04 , 0.03 
3/1/07, 0.02 , 0.02 , 0.04 , 0.02 , 0.04 , 0.03 
4/1/07, 0.02 , 0.02 , 0.04 , 0.02 , 0.03 , 0.03 
5/1/07, 0.02 , 0.02 , 0.04 , 0.02 , 0.03 , 0.03 
6/1/07, 0.02 , 0.02 , 0.04 , 0.02 , 0.03 , 0.03 
7/1/07, 0.02 , 0.02 , 0.04 , 0.02 , 0.03 , 0.03 
8/1/07, 0.02 , 0.02 , 0.04 , 0.02 , 0.03 , 0.03 
9/1/07, 0.02 , 0.02 , 0.04 , 0.02 , 0.03 , 0.03 
10/1/07, 0.03 , 0.02 , 0.04 , 0.01 , 0.02 , 0.02 
11/1/07, 0.03 , 0.02 , 0.04 , 0.01 , 0.02 , 0.02 
12/1/07, 0.03 , 0.02 , 0.04 , 0.01 , 0.02 , 0.02 
1/1/08, 0.04 , 0.02 , 0.04 , 0.00 , 0.02 , 0.02 
2/1/08, 0.04 , 0.02 , 0.04 , 0.00 , 0.02 , 0.02 
3/1/08, 0.04 , 0.02 , 0.04 , 0.00 , 0.02 , 0.02 
4/1/08, 0.04 , 0.02 , 0.03 , (0.00), 0.01 , 0.02 
5/1/08, 0.04 , 0.02 , 0.03 , (0.00), 0.01 , 0.02 
6/1/08, 0.04 , 0.02 , 0.03 , (0.00), 0.01 , 0.02 
7/1/08, 0.05 , 0.03 , 0.04 , (0.01), 0.00 , 0.01 
8/1/08, 0.05 , 0.03 , 0.04 , (0.01), 0.00 , 0.01 
9/1/08, 0.05 , 0.03 , 0.04 , (0.01), 0.00 , 0.01 
10/1/08, 0.04 , 0.03 , 0.03 , (0.04), (0.02), (0.01)
11/1/08, 0.04 , 0.03 , 0.03 , (0.04), (0.02), (0.01)
12/1/08, 0.04 , 0.03 , 0.03 , (0.04), (0.02), (0.01)
1/1/09, 0.02 , 0.03 , 0.00 , (0.09), (0.06), (0.01)
2/1/09, 0.02 , 0.03 , 0.00 , (0.09), (0.06), (0.01)
3/1/09, 0.02 , 0.03 , 0.00 , (0.09), (0.06), (0.01)
4/1/09, 0.01 , 0.03 , (0.02), (0.07), (0.05), 0.01 
5/1/09, 0.01 , 0.03 , (0.02), (0.07), (0.05), 0.01 
6/1/09, 0.01 , 0.03 , (0.02), (0.07), (0.05), 0.01 
7/1/09, 0.01 , 0.03 , (0.03), (0.05), (0.04), 0.02 
8/1/09, 0.01 , 0.03 , (0.03), (0.05), (0.04), 0.02 
9/1/09, 0.01 , 0.03 , (0.03), (0.05), (0.04), 0.02 
10/1/09, 0.02 , 0.03 , (0.03), (0.02), (0.02), 0.02 
11/1/09, 0.02 , 0.03 , (0.03), (0.02), (0.02), 0.02 
12/1/09, 0.02 , 0.03 , (0.03), (0.02), (0.02), 0.02 
1/1/10, 0.03 , 0.03 , 0.00 , 0.04 , 0.01 , 0.03 
2/1/10, 0.03 , 0.03 , 0.00 , 0.04 , 0.01 , 0.03 
3/1/10, 0.03 , 0.03 , 0.00 , 0.04 , 0.01 , 0.03 
4/1/10, 0.03 , 0.02 , 0.03 , 0.03 , 0.02 , 0.03 
5/1/10, 0.03 , 0.02 , 0.03 , 0.03 , 0.02 , 0.03 
6/1/10, 0.03 , 0.02 , 0.03 , 0.03 , 0.02 , 0.03 
7/1/10, 0.03 , 0.02 , 0.04 , 0.05 , 0.02 , 0.03 
8/1/10, 0.03 , 0.02 , 0.04 , 0.05 , 0.02 , 0.03 
9/1/10, 0.03 , 0.02 , 0.04 , 0.05 , 0.02 , 0.03 
10/1/10, 0.03 , 0.01 , 0.03 , 0.03 , 0.02 , 0.03 
11/1/10, 0.03 , 0.01 , 0.03 , 0.03 , 0.02 , 0.03 
12/1/10, 0.03 , 0.01 , 0.03 , 0.03 , 0.02 , 0.03 
1/1/11, 0.03 , -   , 0.03 , 0.01 , 0.03 , 0.03 
2/1/11, 0.03 , -   , 0.03 , 0.01 , 0.03 , 0.03 
3/1/11, 0.03 , -   , 0.03 , 0.01 , 0.03 , 0.03 
4/1/11, 0.04 , -   , 0.02 , (0.01), 0.02 , 0.03 
5/1/11, 0.04 , -   , 0.02 , (0.01), 0.02 , 0.03 
6/1/11, 0.04 , -   , 0.02 , (0.01), 0.02 , 0.03 
7/1/11, 0.03 , (0.01), 0.02 , (0.00), 0.02 , 0.02 
8/1/11, 0.03 , (0.01), 0.02 , (0.00), 0.02 , 0.02 
9/1/11, 0.03 , (0.01), 0.02 , (0.00), 0.02 , 0.02 
10/1/11, 0.03 , -   , 0.01 , 0.00 , 0.01 , 0.03 
11/1/11, 0.03 , -   , 0.01 , 0.00 , 0.01 , 0.03 
12/1/11, 0.03 , -   , 0.01 , 0.00 , 0.01 , 0.03 
1/1/12, 0.02 , 0.01 , 0.00 , 0.03 , (0.01), 0.03 
2/1/12, 0.02 , 0.01 , 0.00 , 0.03 , (0.01), 0.03 
3/1/12, 0.02 , 0.01 , 0.00 , 0.03 , (0.01), 0.03 
4/1/12, 0.01 , 0.01 , 0.01 , 0.03 , (0.01), 0.03 
5/1/12, 0.01 , 0.01 , 0.01 , 0.03 , (0.01), 0.03 
6/1/12, 0.01 , 0.01 , 0.01 , 0.03 , (0.01), 0.03 
7/1/12, 0.02 , 0.01 , 0.00 , (0.00), (0.01), 0.02 
8/1/12, 0.02 , 0.01 , 0.00 , (0.00), (0.01), 0.02 
9/1/12, 0.02 , 0.01 , 0.00 , (0.00), (0.01), 0.02 
10/1/12, 0.02 , 0.02 , 0.02 , 0.00 , (0.01), 0.02 
11/1/12, 0.02 , 0.02 , 0.02 , 0.00 , (0.01), 0.02 
12/1/12, 0.02 , 0.02 , 0.02 , 0.00 , (0.01), 0.02 
1/1/13, 0.03 , 0.02 , 0.02 , (0.00), (0.01), 0.02 
2/1/13, 0.03 , 0.02 , 0.02 , (0.00), (0.01), 0.02 
3/1/13, 0.03 , 0.02 , 0.02 , (0.00), (0.01), 0.02 
4/1/13, 0.02 , 0.03 , 0.01 , 0.02 , (0.00), 0.02 
5/1/13, 0.02 , 0.03 , 0.01 , 0.02 , (0.00), 0.02 
6/1/13, 0.02 , 0.03 , 0.01 , 0.02 , (0.00), 0.02 
7/1/13, 0.02 , 0.02 , 0.02 , 0.03 , 0.00 , 0.03 
8/1/13, 0.02 , 0.02 , 0.02 , 0.03 , 0.00 , 0.03 
9/1/13, 0.02 , 0.02 , 0.02 , 0.03 , 0.00 , 0.03 
10/1/13, 0.03 , (0.00), 0.02 , 0.03 , 0.01 , 0.03 
11/1/13, 0.03 , (0.00), 0.02 , 0.03 , 0.01 , 0.03 
12/1/13, 0.03 , (0.00), 0.02 , 0.03 , 0.01 , 0.03 
1/1/14, 0.03 , (0.03), 0.02 , 0.03 , 0.02 , 0.03 
2/1/14, 0.03 , (0.03), 0.02 , 0.03 , 0.02 , 0.03 
3/1/14, 0.03 , (0.03), 0.02 , 0.03 , 0.02 , 0.03 
4/1/14, 0.03 , (0.05), 0.02 , (0.00), 0.01 , 0.03 
5/1/14, 0.03 , (0.05), 0.02 , (0.00), 0.01 , 0.03 
6/1/14, 0.03 , (0.05), 0.02 , (0.00), 0.01 , 0.03 
7/1/14, 0.02 , (0.05), 0.02 , (0.01), 0.01 , 0.03 
8/1/14, 0.02 , (0.05), 0.02 , (0.01), 0.01 , 0.03 
9/1/14, 0.02 , (0.05), 0.02 , (0.01), 0.01 , 0.03 
10/1/14, 0.02 , (0.04), 0.02 , (0.00), 0.02 , 0.03 
11/1/14, 0.02 , (0.04), 0.02 , (0.00), 0.02 , 0.03 
12/1/14, 0.02 , (0.04), 0.02 , (0.00), 0.02 , 0.03 
1/1/15, 0.01 , (0.02), 0.03 , 0.00 , 0.02 , 0.03 
2/1/15, 0.01 , (0.02), 0.03 , 0.00 , 0.02 , 0.03 
3/1/15, 0.01 , (0.02), 0.03 , 0.00 , 0.02 , 0.03 
4/1/15, 0.02 , 0.00 , 0.02 , 0.02 , 0.02 , 0.03 
5/1/15, 0.02 , 0.00 , 0.02 , 0.02 , 0.02 , 0.03 
6/1/15, 0.02 , 0.00 , 0.02 , 0.02 , 0.02 , 0.03 
7/1/15, 0.02 , 0.02 , 0.01 , 0.02 , 0.02 , 0.03 
8/1/15, 0.02 , 0.02 , 0.01 , 0.02 , 0.02 , 0.03 
9/1/15, 0.02 , 0.02 , 0.01 , 0.02 , 0.02 , 0.03 
10/1/15, 0.02 , 0.03 , 0.01 , 0.02 , 0.02 , 0.03 
11/1/15, 0.02 , 0.03 , 0.01 , 0.02 , 0.02 , 0.03 
12/1/15, 0.02 , 0.03 , 0.01 , 0.02 , 0.02 , 0.03 
1/1/16, 0.01 , 0.03 , 0.01 , 0.01 , 0.02 , 0.02 
2/1/16, 0.01 , 0.03 , 0.01 , 0.01 , 0.02 , 0.02 
3/1/16, 0.01 , 0.03 , 0.01 , 0.01 , 0.02 , 0.02 
4/1/16, 0.01 , 0.03 , 0.02 , 0.01 , 0.02 , 0.02 
5/1/16, 0.01 , 0.03 , 0.02 , 0.01 , 0.02 , 0.02 
6/1/16, 0.01 , 0.03 , 0.02 , 0.01 , 0.02 , 0.02 
7/1/16, 0.01 , 0.03 , 0.03 , 0.01 , 0.02 , 0.02 
8/1/16, 0.01 , 0.03 , 0.03 , 0.01 , 0.02 , 0.02 
9/1/16, 0.01 , 0.03 , 0.03 , 0.01 , 0.02 , 0.02 
10/1/16, 0.01 , 0.03 , 0.02 , 0.01 , 0.02 , 0.02 
11/1/16, 0.01 , 0.03 , 0.02 , 0.01 , 0.02 , 0.02 
12/1/16, 0.01 , 0.03 , 0.02 , 0.01 , 0.02 , 0.02 
1/1/17, 0.02 , 0.03 , 0.01 , 0.01 , 0.02 , 0.02 
2/1/17, 0.02 , 0.03 , 0.01 , 0.01 , 0.02 , 0.02 
3/1/17, 0.02 , 0.03 , 0.01 , 0.01 , 0.02 , 0.02 
4/1/17, 0.02 , 0.03 , 0.01 , 0.02 , 0.03 , 0.03 
5/1/17, 0.02 , 0.03 , 0.01 , 0.02 , 0.03 , 0.03 
6/1/17, 0.02 , 0.03 , 0.01 , 0.02 , 0.03 , 0.03 
7/1/17, 0.02 , 0.03 , 0.01 , 0.02 , 0.03 , 0.02 
8/1/17, 0.02 , 0.03 , 0.01 , 0.02 , 0.03 , 0.02 
9/1/17, 0.02 , 0.03 , 0.01 , 0.02 , 0.03 , 0.02 
10/1/17, 0.02 , 0.02 , 0.01 , 0.02 , 0.03 , 0.02 
11/1/17, 0.02 , 0.02 , 0.01 , 0.02 , 0.03 , 0.02 
12/1/17, 0.02 , 0.02 , 0.01 , 0.02 , 0.03 , 0.02 
1/1/18, 0.02 , 0.02 , 0.03 , 0.01 , 0.02 , 0.03 
2/1/18, 0.02 , 0.02 , 0.03 , 0.01 , 0.02 , 0.03 
3/1/18, 0.02 , 0.02 , 0.03 , 0.01 , 0.02 , 0.03 
4/1/18, 0.02 , 0.02 , 0.04 , 0.01 , 0.02 , 0.03 
5/1/18, 0.02 , 0.02 , 0.04 , 0.01 , 0.02 , 0.03 
6/1/18, 0.02 , 0.02 , 0.04 , 0.01 , 0.02 , 0.03 
7/1/18, 0.02 , 0.02 , 0.04 , 0.00 , 0.01 , 0.03 
8/1/18, 0.02 , 0.02 , 0.04 , 0.00 , 0.01 , 0.03 
9/1/18, 0.02 , 0.02 , 0.04 , 0.00 , 0.01 , 0.03 
10/1/18, 0.02 , 0.03 , 0.03 , (0.00), 0.01 , 0.03 
11/1/18, 0.02 , 0.03 , 0.03 , (0.00), 0.01 , 0.03 
12/1/18, 0.02 , 0.03 , 0.03 , (0.00), 0.01 , 0.03 
1/1/19, 0.01 , 0.03 , 0.02 , (0.00), 0.02 , 0.02 
2/1/19, 0.01 , 0.03 , 0.02 , (0.00), 0.02 , 0.02 
3/1/19, 0.01 , 0.03 , 0.02 , (0.00), 0.02 , 0.02 
4/1/19, 0.02 , 0.03 , 0.01 , (0.00), 0.02 , 0.02 
5/1/19, 0.02 , 0.03 , 0.01 , (0.00), 0.02 , 0.02 
6/1/19, 0.02 , 0.03 , 0.01 , (0.00), 0.02 , 0.02 
7/1/19, 0.02 , 0.04 , 0.00 , 0.01 , 0.02 , 0.02 
8/1/19, 0.02 , 0.04 , 0.00 , 0.01 , 0.02 , 0.02 
9/1/19, 0.02 , 0.04 , 0.00 , 0.01 , 0.02 , 0.02 
10/1/19, 0.02 , 0.03 , 0.02 , (0.02), 0.01 , 0.02 
11/1/19, 0.02 , 0.03 , 0.02 , (0.02), 0.01 , 0.02 
12/1/19, 0.02 , 0.03 , 0.02 , (0.02), 0.01 , 0.02 
1/1/20, 0.02 , 0.03 , 0.01 , (0.02), (0.03), 0.02 
2/1/20, 0.02 , 0.03 , 0.01 , (0.02), (0.03), 0.02 
3/1/20, 0.02 , 0.03 , 0.01 , (0.02), (0.03), 0.02 
4/1/20, (0.00), 0.02 , 0.00 , (0.10), (0.14), (0.02)
5/1/20, (0.00), 0.02 , 0.00 , (0.10), (0.14), (0.02)
6/1/20, (0.00), 0.02 , 0.00 , (0.10), (0.14), (0.02)
7/1/20, 0.01 , 0.02 , (0.07), (0.05), (0.04), 0.08 
8/1/20, 0.01 , 0.02 , (0.07), (0.05), (0.04), 0.08 
9/1/20, 0.01 , 0.02 , (0.07), (0.05), (0.04), 0.08 
10/1/20, 0.01 , 0.02 , (0.01), (0.00), (0.04), 0.04 
11/1/20, 0.01 , 0.02 , (0.01), (0.00), (0.04), 0.04 
12/1/20, 0.01 , 0.02 , (0.01), (0.00), (0.04), 0.04 
1/1/21, 0.01 , 0.02 , (0.01), (0.01), 0.00 , 0.04 
2/1/21, 0.01 , 0.02 , (0.01), (0.01), 0.00 , 0.04 
3/1/21, 0.01 , 0.02 , (0.01), (0.01), 0.00 , 0.04 
4/1/21, 0.04 , 0.02 , 0.01 , 0.08 , 0.15 , 0.06 
5/1/21, 0.04 , 0.02 , 0.01 , 0.08 , 0.15 , 0.06 
6/1/21, 0.04 , 0.02 , 0.01 , 0.08 , 0.15 , 0.06 
7/1/21, 0.03 , 0.01 , 0.11 , 0.02 , 0.05 , 0.05 
8/1/21, 0.03 , 0.01 , 0.11 , 0.02 , 0.05 , 0.05 
9/1/21, 0.03 , 0.01 , 0.11 , 0.02 , 0.05 , 0.05 
10/1/21, 0.03 , 0.01 , 0.07 , 0.02 , 0.06 , 0.04 
11/1/21, 0.03 , 0.01 , 0.07 , 0.02 , 0.06 , 0.04 
12/1/21, 0.03 , 0.01 , 0.07 , 0.02 , 0.06 , 0.04 
1/1/22, 0.05 , 0.02 , 0.07 , 0.01 , 0.06 , 0.03 
2/1/22, 0.05 , 0.02 , 0.07 , 0.01 , 0.06 , 0.03 
3/1/22, 0.05 , 0.02 , 0.07 , 0.01 , 0.06 , 0.03 
4/1/22, 0.06 , 0.02 , 0.06 , 0.01 , 0.04 , 0.02 
5/1/22, 0.06 , 0.02 , 0.06 , 0.01 , 0.04 , 0.02 
6/1/22, 0.06 , 0.02 , 0.06 , 0.01 , 0.04 , 0.02 
7/1/22, 0.07 , 0.02 , 0.04 , 0.01 , 0.03 , 0.01 
8/1/22, 0.07 , 0.02 , 0.04 , 0.01 , 0.03 , 0.01 
9/1/22, 0.07 , 0.02 , 0.04 , 0.01 , 0.03 , 0.01 
10/1/22, 0.08 , 0.03 , 0.02 , 0.00 , 0.02 , 0.01 
11/1/22, 0.08 , 0.03 , 0.02 , 0.00 , 0.02 , 0.01 
12/1/22, 0.08 , 0.03 , 0.02 , 0.00 , 0.02 , 0.01 
1/1/23, 0.07 , 0.02 , 0.02 , 0.02 , 0.01 , 0.01 
2/1/23, 0.07 , 0.02 , 0.02 , 0.02 , 0.01 , 0.01 
3/1/23, 0.07 , 0.02 , 0.02 , 0.02 , 0.01 , 0.01 
4/1/23, 0.06 , 0.03 , 0.02 , 0.01 , 0.01 , 0.01 
5/1/23, 0.06 , 0.03 , 0.02 , 0.01 , 0.01 , 0.01 
6/1/23, 0.06 , 0.03 , 0.02 , 0.01 , 0.01 , 0.01 
7/1/23, 0.05 , 0.03 , 0.01 , 0.01 , 0.00 , 0.01 
8/1/23, 0.05 , 0.03 , 0.01 , 0.01 , 0.00 , 0.01 
9/1/23, 0.05 , 0.03 , 0.01 , 0.01 , 0.00 , 0.01 
10/1/23, 0.04 , 0.03 , 0.00 , 0.01 , 0.00 , 0.01 
11/1/23, 0.04 , 0.03 , 0.00 , 0.01 , 0.00 , 0.01 
12/1/23, 0.04 , 0.03 , 0.00 , 0.01 , 0.00 , 0.01 
1/1/24, 0.04 , 0.03 , 0.01 , (0.01), 0.00 , 0.02 
2/1/24, 0.04 , 0.03 , 0.01 , (0.01), 0.00 , 0.02 
3/1/24, 0.04 , 0.03 , 0.01 , (0.01), 0.00 , 0.02 
4/1/24, 0.04 , 0.02 , 0.00 , (0.01), 0.01 , 0.02 
5/1/24, 0.04 , 0.02 , 0.00 , (0.01), 0.01 , 0.02 
6/1/24, 0.04 , 0.02 , 0.00 , (0.01), 0.01 , 0.02 
7/1/24, 0.03 , 0.01 , 0.02 , 0.00 , 0.01 , 0.02 
8/1/24, 0.03 , 0.01 , 0.02 , 0.00 , 0.01 , 0.02 
9/1/24, 0.03 , 0.01 , 0.02 , 0.00 , 0.01 , 0.02 
10/1/24, 0.02 , 0.01 , 0.02 , 0.01 , 0.01 , 0.02 
11/1/24, 0.02 , 0.01 , 0.02 , 0.01 , 0.01 , 0.02 
12/1/24, 0.02 , 0.01 , 0.02 , 0.01 , 0.01 , 0.02 
1/1/25, 0.02 , 0.02 , 0.02 , 0.02 , 0.02 , 0.02 
2/1/25, 0.02 , 0.02 , 0.02 , 0.02 , 0.02 , 0.02 
3/1/25, 0.02 , 0.02 , 0.02 , 0.02 , 0.02 , 0.02 
4/1/25, 0.02 , 0.03 , 0.02 , 0.02 , 0.02 , 0.01 
5/1/25, 0.02 , 0.03 , 0.02 , 0.02 , 0.02 , 0.01 
6/1/25, 0.02 , 0.03 , 0.02 , 0.02 , 0.02 , 0.01 
7/1/25, 0.03 , 0.03 , 0.01 , 0.01 , 0.01 , 0.01 
8/1/25, 0.03 , 0.03 , 0.01 , 0.01 , 0.01 , 0.01 
9/1/25, 0.03 , 0.03 , 0.01 , 0.01 , 0.01 , 0.01 
10/1/25, 0.04 , 0.03 , 0.01 , 0.01 , 0.01 , 0.02 